id,fund_id,amount,completed_on
59835,3,1480.42,2018-11-18
59841,1,7106.016,2018-12-02
59843,1,5921.68,2018-12-02
59848,3,1776.504,2018-12-02
59850,3,1480.42,2018-12-02
59856,1,7106.016,2018-12-16
59858,1,5921.68,2018-12-16
59860,1,2368.672,2018-12-16
59863,3,1776.504,2018-12-16
59865,3,1480.42,2018-12-16
59867,3,592.168,2018-12-16
59871,1,7106.016,2018-12-30
59873,1,5921.68,2018-12-30
59875,1,2368.672,2018-12-30
59878,3,1776.504,2018-12-30
59880,3,1480.42,2018-12-30
59882,3,592.168,2018-12-30
59886,1,7106.016,2019-01-13
59888,1,5921.68,2019-01-13
59889,1,1184.336,2019-01-13
59893,3,1776.504,2019-01-13
59895,3,1480.42,2019-01-13
59896,3,296.084,2019-01-13
59901,1,7106.016,2019-01-27
59903,1,5921.68,2019-01-27
59905,1,2368.672,2019-01-27
59908,3,1776.504,2019-01-27
59910,3,1480.42,2019-01-27
59912,3,592.168,2019-01-27
59916,1,7106.016,2019-02-10
59918,1,5921.68,2019-02-10
59923,3,1776.504,2019-02-10
59925,3,1480.42,2019-02-10
59931,1,7106.016,2019-02-24
59933,1,5921.68,2019-02-24
59935,1,2368.672,2019-02-24
59938,3,1776.504,2019-02-24
59940,3,1480.42,2019-02-24
59942,3,592.168,2019-02-24
59946,1,7106.016,2019-03-10
59948,1,5921.68,2019-03-10
59953,3,1776.504,2019-03-10
59955,3,1480.42,2019-03-10
59961,1,7106.016,2019-03-24
59963,1,5921.68,2019-03-24
59968,3,1776.504,2019-03-24
59970,3,1480.42,2019-03-24
59976,1,7106.016,2019-04-07
59978,1,5921.68,2019-04-07
59983,3,1776.504,2019-04-07
59985,3,1480.42,2019-04-07
59991,1,7106.016,2019-04-21
59993,1,5921.68,2019-04-21
59996,1,4737.344,2019-04-21
59998,3,1776.504,2019-04-21
60000,3,1480.42,2019-04-21
60003,3,1184.336,2019-04-21
60006,1,7106.016,2019-05-05
60008,1,5921.68,2019-05-05
60013,3,1776.504,2019-05-05
60015,3,1480.42,2019-05-05
60021,1,7106.016,2019-05-19
60023,1,5921.68,2019-05-19
60028,3,1776.504,2019-05-19
60030,3,1480.42,2019-05-19
60036,1,7106.016,2019-06-02
60038,1,5921.68,2019-06-02
60043,3,1776.504,2019-06-02
60045,3,1480.42,2019-06-02
60051,1,7106.016,2019-06-16
60053,1,5921.68,2019-06-16
60058,3,1776.504,2019-06-16
60060,3,1480.42,2019-06-16
60066,1,7106.016,2019-06-30
60068,1,5921.68,2019-06-30
60070,1,2368.672,2019-06-30
60073,3,1776.504,2019-06-30
60075,3,1480.42,2019-06-30
60077,3,592.168,2019-06-30
60081,1,7106.016,2019-07-14
60083,1,5921.68,2019-07-14
60088,3,1776.504,2019-07-14
60090,3,1480.42,2019-07-14
60096,1,7106.016,2019-07-28
60098,1,5921.68,2019-07-28
60099,1,1184.336,2019-07-28
60103,3,1776.504,2019-07-28
60105,3,1480.42,2019-07-28
60106,3,296.084,2019-07-28
60111,1,7106.016,2019-08-11
60113,1,5921.68,2019-08-11
60115,1,2368.672,2019-08-11
60118,3,1776.504,2019-08-11
60120,3,1480.42,2019-08-11
60122,3,592.168,2019-08-11
60126,1,7106.016,2019-08-25
60128,1,5921.68,2019-08-25
60133,3,1776.504,2019-08-25
60135,3,1480.42,2019-08-25
60141,1,7106.016,2019-09-08
60143,1,5921.68,2019-09-08
60148,3,1776.504,2019-09-08
60150,3,1480.42,2019-09-08
60156,1,7106.016,2019-09-22
60158,1,5921.68,2019-09-22
60163,3,1776.504,2019-09-22
60165,3,1480.42,2019-09-22
60171,1,7106.016,2019-10-06
60173,1,5921.68,2019-10-06
60178,3,1776.504,2019-10-06
60180,3,1480.42,2019-10-06
60186,1,7106.016,2019-10-20
60188,1,5921.68,2019-10-20
60193,3,1776.504,2019-10-20
60195,3,1480.42,2019-10-20
60201,1,7106.016,2019-11-03
60203,1,5921.68,2019-11-03
60208,3,1776.504,2019-11-03
60210,3,1480.42,2019-11-03
60216,1,7106.016,2019-11-17
60218,1,5921.68,2019-11-17
60223,3,1776.504,2019-11-17
60225,3,1480.42,2019-11-17
60231,1,7106.016,2019-12-01
60233,1,5921.68,2019-12-01
60238,3,1776.504,2019-12-01
60240,3,1480.42,2019-12-01
60246,1,7106.016,2019-12-15
60248,1,5921.68,2019-12-15
60249,1,1184.336,2019-12-15
60253,3,1776.504,2019-12-15
60255,3,1480.42,2019-12-15
60256,3,296.084,2019-12-15
60261,1,7106.016,2019-12-29
60263,1,5921.68,2019-12-29
60264,1,1184.336,2019-12-29
60268,3,1776.504,2019-12-29
60270,3,1480.42,2019-12-29
60271,3,296.084,2019-12-29
60276,1,7106.016,2020-01-12
60278,1,5921.68,2020-01-12
60283,3,1776.504,2020-01-12
60285,3,1480.42,2020-01-12
60291,1,7106.016,2020-01-26
60293,1,5921.68,2020-01-26
60298,3,1776.504,2020-01-26
60300,3,1480.42,2020-01-26
60306,1,7106.016,2020-02-09
60308,1,5921.68,2020-02-09
60311,1,4737.344,2020-02-09
60313,3,1776.504,2020-02-09
60315,3,1480.42,2020-02-09
60318,3,1184.336,2020-02-09
60322,1,6184.416,2018-08-06
60324,1,15461.04,2018-08-06
60329,3,1546.104,2018-08-06
60331,3,3865.26,2018-08-06
60337,1,6184.416,2018-08-20
60339,1,15461.04,2018-08-20
60344,3,1546.104,2018-08-20
60346,3,3865.26,2018-08-20
60352,1,6184.416,2018-09-03
60354,1,15461.04,2018-09-03
60359,3,1546.104,2018-09-03
60361,3,3865.26,2018-09-03
60367,1,6184.416,2018-09-17
60369,1,15461.04,2018-09-17
60371,1,3092.208,2018-09-17
60374,3,1546.104,2018-09-17
60376,3,3865.26,2018-09-17
60378,3,773.052,2018-09-17
60382,1,6184.416,2018-10-01
60384,1,15461.04,2018-10-01
60389,3,1546.104,2018-10-01
60391,3,3865.26,2018-10-01
60397,1,6184.416,2018-10-15
60399,1,15461.04,2018-10-15
60404,3,1546.104,2018-10-15
60406,3,3865.26,2018-10-15
60412,1,6184.416,2018-10-29
60414,1,15461.04,2018-10-29
60419,3,1546.104,2018-10-29
60421,3,3865.26,2018-10-29
60427,1,6184.416,2018-11-12
60429,1,15461.04,2018-11-12
60432,1,6184.416,2018-11-12
60434,3,1546.104,2018-11-12
60436,3,3865.26,2018-11-12
60439,3,1546.104,2018-11-12
60442,1,6184.416,2018-11-26
60444,1,15461.04,2018-11-26
60449,3,1546.104,2018-11-26
60451,3,3865.26,2018-11-26
60457,1,6184.416,2018-12-10
60459,1,15461.04,2018-12-10
60460,1,3092.208,2018-12-10
60464,3,1546.104,2018-12-10
60466,3,3865.26,2018-12-10
60467,3,773.052,2018-12-10
60472,1,6184.416,2018-12-24
60474,1,15461.04,2018-12-24
60479,3,1546.104,2018-12-24
60481,3,3865.26,2018-12-24
60487,1,6184.416,2019-01-07
60489,1,15461.04,2019-01-07
60494,3,1546.104,2019-01-07
60496,3,3865.26,2019-01-07
60502,1,6184.416,2019-01-21
60504,1,15461.04,2019-01-21
60509,3,1546.104,2019-01-21
60511,3,3865.26,2019-01-21
60517,1,6184.416,2019-02-04
60519,1,15461.04,2019-02-04
60522,1,6184.416,2019-02-04
60524,3,1546.104,2019-02-04
60526,3,3865.26,2019-02-04
60529,3,1546.104,2019-02-04
60532,1,6184.416,2019-02-18
60534,1,15461.04,2019-02-18
60539,3,1546.104,2019-02-18
60541,3,3865.26,2019-02-18
60547,1,6184.416,2019-03-04
60549,1,15461.04,2019-03-04
60554,3,1546.104,2019-03-04
60556,3,3865.26,2019-03-04
60562,1,6184.416,2019-03-18
60564,1,15461.04,2019-03-18
60569,3,1546.104,2019-03-18
60571,3,3865.26,2019-03-18
60577,1,6184.416,2019-04-01
60579,1,15461.04,2019-04-01
60584,3,1546.104,2019-04-01
60586,3,3865.26,2019-04-01
60592,1,6184.416,2019-04-15
60594,1,15461.04,2019-04-15
60599,3,1546.104,2019-04-15
60601,3,3865.26,2019-04-15
60607,1,6184.416,2019-04-29
60609,1,15461.04,2019-04-29
60614,3,1546.104,2019-04-29
60616,3,3865.26,2019-04-29
60622,1,6184.416,2019-05-13
60624,1,15461.04,2019-05-13
60629,3,1546.104,2019-05-13
60631,3,3865.26,2019-05-13
60637,1,6184.416,2019-05-27
60639,1,15461.04,2019-05-27
60644,3,1546.104,2019-05-27
60646,3,3865.26,2019-05-27
60652,1,6184.416,2019-06-10
60654,1,15461.04,2019-06-10
60656,1,3092.208,2019-06-10
60659,3,1546.104,2019-06-10
60661,3,3865.26,2019-06-10
60663,3,773.052,2019-06-10
60667,1,6184.416,2019-06-24
60669,1,15461.04,2019-06-24
60674,3,1546.104,2019-06-24
60676,3,3865.26,2019-06-24
60682,1,6184.416,2019-07-08
60684,1,15461.04,2019-07-08
60689,3,1546.104,2019-07-08
60691,3,3865.26,2019-07-08
60697,1,6184.416,2019-07-22
60699,1,15461.04,2019-07-22
60704,3,1546.104,2019-07-22
60706,3,3865.26,2019-07-22
60712,1,6184.416,2019-08-05
60714,1,15461.04,2019-08-05
60719,3,1546.104,2019-08-05
60721,3,3865.26,2019-08-05
60727,1,6184.416,2019-08-19
60729,1,15461.04,2019-08-19
60731,1,3092.208,2019-08-19
60734,3,1546.104,2019-08-19
60736,3,3865.26,2019-08-19
60738,3,773.052,2019-08-19
60742,1,6184.416,2019-09-02
60744,1,15461.04,2019-09-02
60749,3,1546.104,2019-09-02
60751,3,3865.26,2019-09-02
60757,1,6184.416,2019-09-16
60759,1,15461.04,2019-09-16
60761,1,3092.208,2019-09-16
60764,3,1546.104,2019-09-16
60766,3,3865.26,2019-09-16
60768,3,773.052,2019-09-16
60772,1,6184.416,2019-09-30
60774,1,15461.04,2019-09-30
60779,3,1546.104,2019-09-30
60781,3,3865.26,2019-09-30
60787,1,6184.416,2019-10-14
60789,1,15461.04,2019-10-14
60794,3,1546.104,2019-10-14
60796,3,3865.26,2019-10-14
60802,1,6184.416,2019-10-28
60804,1,15461.04,2019-10-28
60809,3,1546.104,2019-10-28
60811,3,3865.26,2019-10-28
60817,1,6184.416,2019-11-11
60819,1,15461.04,2019-11-11
60824,3,1546.104,2019-11-11
60826,3,3865.26,2019-11-11
60832,1,6184.416,2019-11-25
60834,1,15461.04,2019-11-25
60839,3,1546.104,2019-11-25
60841,3,3865.26,2019-11-25
60847,1,6184.416,2019-12-09
60849,1,15461.04,2019-12-09
60854,3,1546.104,2019-12-09
60856,3,3865.26,2019-12-09
60862,1,6184.416,2019-12-23
60864,1,15461.04,2019-12-23
60867,1,6184.416,2019-12-23
60869,3,1546.104,2019-12-23
60871,3,3865.26,2019-12-23
60874,3,1546.104,2019-12-23
60877,1,6184.416,2020-01-06
60879,1,15461.04,2020-01-06
60884,3,1546.104,2020-01-06
60886,3,3865.26,2020-01-06
60892,1,6184.416,2020-01-20
60894,1,15461.04,2020-01-20
60899,3,1546.104,2020-01-20
60901,3,3865.26,2020-01-20
60907,1,6184.416,2020-02-03
60909,1,15461.04,2020-02-03
60910,1,3092.208,2020-02-03
60914,3,1546.104,2020-02-03
60916,3,3865.26,2020-02-03
60917,3,773.052,2020-02-03
60923,4,4208.985,2018-06-09
60924,4,935.33,2018-06-09
60925,4,2338.325,2018-06-09
60930,5,4208.985,2018-06-09
60931,5,935.33,2018-06-09
60932,5,2338.325,2018-06-09
60938,4,4208.985,2018-06-23
60939,4,935.33,2018-06-23
60940,4,2338.325,2018-06-23
60945,5,4208.985,2018-06-23
60946,5,935.33,2018-06-23
60947,5,2338.325,2018-06-23
60953,4,4208.985,2018-07-07
60954,4,935.33,2018-07-07
60955,4,2338.325,2018-07-07
60957,4,467.665,2018-07-07
60960,5,4208.985,2018-07-07
60961,5,935.33,2018-07-07
60962,5,2338.325,2018-07-07
60964,5,467.665,2018-07-07
60968,4,4208.985,2018-07-21
60969,4,935.33,2018-07-21
60970,4,2338.325,2018-07-21
60975,5,4208.985,2018-07-21
60976,5,935.33,2018-07-21
60977,5,2338.325,2018-07-21
60983,4,4208.985,2018-08-04
60984,4,935.33,2018-08-04
60985,4,2338.325,2018-08-04
60990,5,4208.985,2018-08-04
60991,5,935.33,2018-08-04
60992,5,2338.325,2018-08-04
60998,4,4208.985,2018-08-18
60999,4,935.33,2018-08-18
61000,4,2338.325,2018-08-18
61005,5,4208.985,2018-08-18
61006,5,935.33,2018-08-18
61007,5,2338.325,2018-08-18
61013,4,4208.985,2018-09-01
61014,4,935.33,2018-09-01
61015,4,2338.325,2018-09-01
61020,5,4208.985,2018-09-01
61021,5,935.33,2018-09-01
61022,5,2338.325,2018-09-01
61028,4,4208.985,2018-09-15
61029,4,935.33,2018-09-15
61030,4,2338.325,2018-09-15
61035,5,4208.985,2018-09-15
61036,5,935.33,2018-09-15
61037,5,2338.325,2018-09-15
61043,4,4208.985,2018-09-29
61044,4,935.33,2018-09-29
61045,4,2338.325,2018-09-29
61050,5,4208.985,2018-09-29
61051,5,935.33,2018-09-29
61052,5,2338.325,2018-09-29
61058,4,4208.985,2018-10-13
61059,4,935.33,2018-10-13
61060,4,2338.325,2018-10-13
61065,5,4208.985,2018-10-13
61066,5,935.33,2018-10-13
61067,5,2338.325,2018-10-13
61073,4,4208.985,2018-10-27
61074,4,935.33,2018-10-27
61075,4,2338.325,2018-10-27
61080,5,4208.985,2018-10-27
61081,5,935.33,2018-10-27
61082,5,2338.325,2018-10-27
61088,4,4208.985,2018-11-10
61089,4,935.33,2018-11-10
61090,4,2338.325,2018-11-10
61092,4,467.665,2018-11-10
61095,5,4208.985,2018-11-10
61096,5,935.33,2018-11-10
61097,5,2338.325,2018-11-10
61099,5,467.665,2018-11-10
61103,4,4208.985,2018-11-24
61104,4,935.33,2018-11-24
61105,4,2338.325,2018-11-24
61110,5,4208.985,2018-11-24
61111,5,935.33,2018-11-24
61112,5,2338.325,2018-11-24
61118,4,4208.985,2018-12-08
61119,4,935.33,2018-12-08
61120,4,2338.325,2018-12-08
61125,5,4208.985,2018-12-08
61126,5,935.33,2018-12-08
61127,5,2338.325,2018-12-08
61133,4,4208.985,2018-12-22
61134,4,935.33,2018-12-22
61135,4,2338.325,2018-12-22
61140,5,4208.985,2018-12-22
61141,5,935.33,2018-12-22
61142,5,2338.325,2018-12-22
61148,4,4208.985,2019-01-05
61149,4,935.33,2019-01-05
61150,4,2338.325,2019-01-05
61155,5,4208.985,2019-01-05
61156,5,935.33,2019-01-05
61157,5,2338.325,2019-01-05
61163,4,4208.985,2019-01-19
61164,4,935.33,2019-01-19
61165,4,2338.325,2019-01-19
61167,4,467.665,2019-01-19
61170,5,4208.985,2019-01-19
61171,5,935.33,2019-01-19
61172,5,2338.325,2019-01-19
61174,5,467.665,2019-01-19
61178,4,4208.985,2019-02-02
61179,4,935.33,2019-02-02
61180,4,2338.325,2019-02-02
61185,5,4208.985,2019-02-02
61186,5,935.33,2019-02-02
61187,5,2338.325,2019-02-02
61193,4,4208.985,2019-02-16
61194,4,935.33,2019-02-16
61195,4,2338.325,2019-02-16
61200,5,4208.985,2019-02-16
61201,5,935.33,2019-02-16
61202,5,2338.325,2019-02-16
61208,4,4208.985,2019-03-02
61209,4,935.33,2019-03-02
61210,4,2338.325,2019-03-02
61215,5,4208.985,2019-03-02
61216,5,935.33,2019-03-02
61217,5,2338.325,2019-03-02
61223,4,4208.985,2019-03-16
61224,4,935.33,2019-03-16
61225,4,2338.325,2019-03-16
61230,5,4208.985,2019-03-16
61231,5,935.33,2019-03-16
61232,5,2338.325,2019-03-16
61238,4,4208.985,2019-03-30
61239,4,935.33,2019-03-30
61240,4,2338.325,2019-03-30
61241,4,467.665,2019-03-30
61242,4,467.665,2019-03-30
61245,5,4208.985,2019-03-30
61246,5,935.33,2019-03-30
61247,5,2338.325,2019-03-30
61248,5,467.665,2019-03-30
61249,5,467.665,2019-03-30
61253,4,4208.985,2019-04-13
61254,4,935.33,2019-04-13
61255,4,2338.325,2019-04-13
61260,5,4208.985,2019-04-13
61261,5,935.33,2019-04-13
61262,5,2338.325,2019-04-13
61268,4,4208.985,2019-04-27
61269,4,935.33,2019-04-27
61270,4,2338.325,2019-04-27
61273,4,1870.66,2019-04-27
61275,5,4208.985,2019-04-27
61276,5,935.33,2019-04-27
61277,5,2338.325,2019-04-27
61280,5,1870.66,2019-04-27
61283,4,4208.985,2019-05-11
61284,4,935.33,2019-05-11
61285,4,2338.325,2019-05-11
61290,5,4208.985,2019-05-11
61291,5,935.33,2019-05-11
61292,5,2338.325,2019-05-11
61298,4,4208.985,2019-05-25
61299,4,935.33,2019-05-25
61300,4,2338.325,2019-05-25
61305,5,4208.985,2019-05-25
61306,5,935.33,2019-05-25
61307,5,2338.325,2019-05-25
61313,4,4208.985,2019-06-08
61314,4,935.33,2019-06-08
61315,4,2338.325,2019-06-08
61320,5,4208.985,2019-06-08
61321,5,935.33,2019-06-08
61322,5,2338.325,2019-06-08
61328,4,4208.985,2019-06-22
61329,4,935.33,2019-06-22
61330,4,2338.325,2019-06-22
61335,5,4208.985,2019-06-22
61336,5,935.33,2019-06-22
61337,5,2338.325,2019-06-22
61343,4,4208.985,2019-07-06
61344,4,935.33,2019-07-06
61345,4,2338.325,2019-07-06
61350,5,4208.985,2019-07-06
61351,5,935.33,2019-07-06
61352,5,2338.325,2019-07-06
61358,4,4208.985,2019-07-20
61359,4,935.33,2019-07-20
61360,4,2338.325,2019-07-20
61365,5,4208.985,2019-07-20
61366,5,935.33,2019-07-20
61367,5,2338.325,2019-07-20
61373,4,4208.985,2019-08-03
61374,4,935.33,2019-08-03
61375,4,2338.325,2019-08-03
61380,5,4208.985,2019-08-03
61381,5,935.33,2019-08-03
61382,5,2338.325,2019-08-03
61388,4,4208.985,2019-08-17
61389,4,935.33,2019-08-17
61390,4,2338.325,2019-08-17
61395,5,4208.985,2019-08-17
61396,5,935.33,2019-08-17
61397,5,2338.325,2019-08-17
61403,4,4208.985,2019-08-31
61404,4,935.33,2019-08-31
61405,4,2338.325,2019-08-31
61406,4,467.665,2019-08-31
61410,5,4208.985,2019-08-31
61411,5,935.33,2019-08-31
61412,5,2338.325,2019-08-31
61413,5,467.665,2019-08-31
61418,4,4208.985,2019-09-14
61419,4,935.33,2019-09-14
61420,4,2338.325,2019-09-14
61425,5,4208.985,2019-09-14
61426,5,935.33,2019-09-14
61427,5,2338.325,2019-09-14
61433,4,4208.985,2019-09-28
61434,4,935.33,2019-09-28
61435,4,2338.325,2019-09-28
61440,5,4208.985,2019-09-28
61441,5,935.33,2019-09-28
61442,5,2338.325,2019-09-28
61448,4,4208.985,2019-10-12
61449,4,935.33,2019-10-12
61450,4,2338.325,2019-10-12
61455,5,4208.985,2019-10-12
61456,5,935.33,2019-10-12
61457,5,2338.325,2019-10-12
61463,4,4208.985,2019-10-26
61464,4,935.33,2019-10-26
61465,4,2338.325,2019-10-26
61470,5,4208.985,2019-10-26
61471,5,935.33,2019-10-26
61472,5,2338.325,2019-10-26
61478,4,4208.985,2019-11-09
61479,4,935.33,2019-11-09
61480,4,2338.325,2019-11-09
61485,5,4208.985,2019-11-09
61486,5,935.33,2019-11-09
61487,5,2338.325,2019-11-09
61493,4,4208.985,2019-11-23
61494,4,935.33,2019-11-23
61495,4,2338.325,2019-11-23
61497,4,467.665,2019-11-23
61500,5,4208.985,2019-11-23
61501,5,935.33,2019-11-23
61502,5,2338.325,2019-11-23
61504,5,467.665,2019-11-23
61508,4,4208.985,2019-12-07
61509,4,935.33,2019-12-07
61510,4,2338.325,2019-12-07
61515,5,4208.985,2019-12-07
61516,5,935.33,2019-12-07
61517,5,2338.325,2019-12-07
61523,4,4208.985,2019-12-21
61524,4,935.33,2019-12-21
61525,4,2338.325,2019-12-21
61526,4,467.665,2019-12-21
61530,5,4208.985,2019-12-21
61531,5,935.33,2019-12-21
61532,5,2338.325,2019-12-21
61533,5,467.665,2019-12-21
61538,4,4208.985,2020-01-04
61539,4,935.33,2020-01-04
61540,4,2338.325,2020-01-04
61542,4,467.665,2020-01-04
61545,5,4208.985,2020-01-04
61546,5,935.33,2020-01-04
61547,5,2338.325,2020-01-04
61549,5,467.665,2020-01-04
61553,4,4208.985,2020-01-18
61554,4,935.33,2020-01-18
61555,4,2338.325,2020-01-18
61560,5,4208.985,2020-01-18
61561,5,935.33,2020-01-18
61562,5,2338.325,2020-01-18
61568,4,4208.985,2020-02-01
61569,4,935.33,2020-02-01
61570,4,2338.325,2020-02-01
61575,5,4208.985,2020-02-01
61576,5,935.33,2020-02-01
61577,5,2338.325,2020-02-01
61584,4,3861.54,2016-07-22
61585,4,858.12,2016-07-22
61586,4,4290.6,2016-07-22
61588,4,429.06,2016-07-22
61591,5,3861.54,2016-07-22
61592,5,858.12,2016-07-22
61593,5,4290.6,2016-07-22
61595,5,429.06,2016-07-22
61599,4,3861.54,2016-07-29
61600,4,858.12,2016-07-29
61601,4,4290.6,2016-07-29
61606,5,3861.54,2016-07-29
61607,5,858.12,2016-07-29
61608,5,4290.6,2016-07-29
61614,4,3861.54,2016-08-05
61615,4,858.12,2016-08-05
61616,4,4290.6,2016-08-05
61617,4,858.12,2016-08-05
61621,5,3861.54,2016-08-05
61622,5,858.12,2016-08-05
61623,5,4290.6,2016-08-05
61624,5,858.12,2016-08-05
61629,4,3861.54,2016-08-12
61630,4,858.12,2016-08-12
61631,4,4290.6,2016-08-12
61636,5,3861.54,2016-08-12
61637,5,858.12,2016-08-12
61638,5,4290.6,2016-08-12
61644,4,3861.54,2016-08-19
61645,4,858.12,2016-08-19
61646,4,4290.6,2016-08-19
61651,5,3861.54,2016-08-19
61652,5,858.12,2016-08-19
61653,5,4290.6,2016-08-19
61659,4,3861.54,2016-08-26
61660,4,858.12,2016-08-26
61661,4,4290.6,2016-08-26
61662,4,858.12,2016-08-26
61666,5,3861.54,2016-08-26
61667,5,858.12,2016-08-26
61668,5,4290.6,2016-08-26
61669,5,858.12,2016-08-26
61674,4,3861.54,2016-09-02
61675,4,858.12,2016-09-02
61676,4,4290.6,2016-09-02
61681,5,3861.54,2016-09-02
61682,5,858.12,2016-09-02
61683,5,4290.6,2016-09-02
61689,4,3861.54,2016-09-09
61690,4,858.12,2016-09-09
61691,4,4290.6,2016-09-09
61692,4,858.12,2016-09-09
61696,5,3861.54,2016-09-09
61697,5,858.12,2016-09-09
61698,5,4290.6,2016-09-09
61699,5,858.12,2016-09-09
61704,4,3861.54,2016-09-16
61705,4,858.12,2016-09-16
61706,4,4290.6,2016-09-16
61711,5,3861.54,2016-09-16
61712,5,858.12,2016-09-16
61713,5,4290.6,2016-09-16
61719,4,3861.54,2016-09-23
61720,4,858.12,2016-09-23
61721,4,4290.6,2016-09-23
61724,4,858.12,2016-09-23
61726,5,3861.54,2016-09-23
61727,5,858.12,2016-09-23
61728,5,4290.6,2016-09-23
61731,5,858.12,2016-09-23
61734,4,3861.54,2016-09-30
61735,4,858.12,2016-09-30
61736,4,4290.6,2016-09-30
61741,5,3861.54,2016-09-30
61742,5,858.12,2016-09-30
61743,5,4290.6,2016-09-30
61749,4,3861.54,2016-10-07
61750,4,858.12,2016-10-07
61751,4,4290.6,2016-10-07
61756,5,3861.54,2016-10-07
61757,5,858.12,2016-10-07
61758,5,4290.6,2016-10-07
61764,4,3861.54,2016-10-14
61765,4,858.12,2016-10-14
61766,4,4290.6,2016-10-14
61771,5,3861.54,2016-10-14
61772,5,858.12,2016-10-14
61773,5,4290.6,2016-10-14
61779,4,3861.54,2016-10-21
61780,4,858.12,2016-10-21
61781,4,4290.6,2016-10-21
61786,5,3861.54,2016-10-21
61787,5,858.12,2016-10-21
61788,5,4290.6,2016-10-21
61794,4,3861.54,2016-10-28
61795,4,858.12,2016-10-28
61796,4,4290.6,2016-10-28
61801,5,3861.54,2016-10-28
61802,5,858.12,2016-10-28
61803,5,4290.6,2016-10-28
61809,4,3861.54,2016-11-04
61810,4,858.12,2016-11-04
61811,4,4290.6,2016-11-04
61814,4,858.12,2016-11-04
61816,5,3861.54,2016-11-04
61817,5,858.12,2016-11-04
61818,5,4290.6,2016-11-04
61821,5,858.12,2016-11-04
61824,4,3861.54,2016-11-11
61825,4,858.12,2016-11-11
61826,4,4290.6,2016-11-11
61829,4,858.12,2016-11-11
61831,5,3861.54,2016-11-11
61832,5,858.12,2016-11-11
61833,5,4290.6,2016-11-11
61836,5,858.12,2016-11-11
61839,4,3861.54,2016-11-18
61840,4,858.12,2016-11-18
61841,4,4290.6,2016-11-18
61846,5,3861.54,2016-11-18
61847,5,858.12,2016-11-18
61848,5,4290.6,2016-11-18
61854,4,3861.54,2016-11-25
61855,4,858.12,2016-11-25
61856,4,4290.6,2016-11-25
61857,4,858.12,2016-11-25
61861,5,3861.54,2016-11-25
61862,5,858.12,2016-11-25
61863,5,4290.6,2016-11-25
61864,5,858.12,2016-11-25
61869,4,3861.54,2016-12-02
61870,4,858.12,2016-12-02
61871,4,4290.6,2016-12-02
61876,5,3861.54,2016-12-02
61877,5,858.12,2016-12-02
61878,5,4290.6,2016-12-02
61884,4,3861.54,2016-12-09
61885,4,858.12,2016-12-09
61886,4,4290.6,2016-12-09
61891,5,3861.54,2016-12-09
61892,5,858.12,2016-12-09
61893,5,4290.6,2016-12-09
61899,4,3861.54,2016-12-16
61900,4,858.12,2016-12-16
61901,4,4290.6,2016-12-16
61906,5,3861.54,2016-12-16
61907,5,858.12,2016-12-16
61908,5,4290.6,2016-12-16
61914,4,3861.54,2016-12-23
61915,4,858.12,2016-12-23
61916,4,4290.6,2016-12-23
61921,5,3861.54,2016-12-23
61922,5,858.12,2016-12-23
61923,5,4290.6,2016-12-23
61929,4,3861.54,2016-12-30
61930,4,858.12,2016-12-30
61931,4,4290.6,2016-12-30
61936,5,3861.54,2016-12-30
61937,5,858.12,2016-12-30
61938,5,4290.6,2016-12-30
61944,4,3861.54,2017-01-06
61945,4,858.12,2017-01-06
61946,4,4290.6,2017-01-06
61951,5,3861.54,2017-01-06
61952,5,858.12,2017-01-06
61953,5,4290.6,2017-01-06
61959,4,3861.54,2017-01-13
61960,4,858.12,2017-01-13
61961,4,4290.6,2017-01-13
61963,4,429.06,2017-01-13
61966,5,3861.54,2017-01-13
61967,5,858.12,2017-01-13
61968,5,4290.6,2017-01-13
61970,5,429.06,2017-01-13
61974,4,3861.54,2017-01-20
61975,4,858.12,2017-01-20
61976,4,4290.6,2017-01-20
61981,5,3861.54,2017-01-20
61982,5,858.12,2017-01-20
61983,5,4290.6,2017-01-20
61989,4,3861.54,2017-01-27
61990,4,858.12,2017-01-27
61991,4,4290.6,2017-01-27
61994,4,858.12,2017-01-27
61996,5,3861.54,2017-01-27
61997,5,858.12,2017-01-27
61998,5,4290.6,2017-01-27
62001,5,858.12,2017-01-27
62004,4,3861.54,2017-02-03
62005,4,858.12,2017-02-03
62006,4,4290.6,2017-02-03
62011,5,3861.54,2017-02-03
62012,5,858.12,2017-02-03
62013,5,4290.6,2017-02-03
62019,4,3861.54,2017-02-10
62020,4,858.12,2017-02-10
62021,4,4290.6,2017-02-10
62026,5,3861.54,2017-02-10
62027,5,858.12,2017-02-10
62028,5,4290.6,2017-02-10
62034,4,3861.54,2017-02-17
62035,4,858.12,2017-02-17
62036,4,4290.6,2017-02-17
62039,4,858.12,2017-02-17
62041,5,3861.54,2017-02-17
62042,5,858.12,2017-02-17
62043,5,4290.6,2017-02-17
62046,5,858.12,2017-02-17
62049,4,3861.54,2017-02-24
62050,4,858.12,2017-02-24
62051,4,4290.6,2017-02-24
62052,4,858.12,2017-02-24
62056,5,3861.54,2017-02-24
62057,5,858.12,2017-02-24
62058,5,4290.6,2017-02-24
62059,5,858.12,2017-02-24
62064,4,3861.54,2017-03-03
62065,4,858.12,2017-03-03
62066,4,4290.6,2017-03-03
62071,5,3861.54,2017-03-03
