fund_id,Amount,fund price on
1,1.126,2019-06-26
1,1.044,2019-06-27
1,1.076,2019-06-28
1,1.232,2019-06-29
1,1.122,2019-06-30
1,1.089,2019-07-02
1,1.135,2019-07-03
1,1.031,2019-07-04
1,1.077,2019-07-05
1,0.922,2019-07-06
1,1.374,2019-07-07
1,1.157,2019-07-08
1,1.146,2019-07-09
1,1.193,2019-07-10
1,1.081,2019-07-11
1,1.182,2019-07-12
1,1.177,2019-07-13
1,1.115,2019-07-14
1,1.356,2019-07-15
1,1.231,2019-07-16
1,1.048,2019-07-17
1,1.124,2019-07-18
1,0.922,2019-07-19
1,1.028,2019-07-20
1,1.313,2019-07-21
1,1.149,2019-07-22
1,1.141,2019-07-23
1,1.084,2019-07-24
1,1.131,2019-07-25
1,1.038,2019-07-26
1,1.241,2019-07-27
1,1.109,2019-07-28
1,1.276,2019-07-30
1,1.11,2019-07-31
1,1.148,2019-08-01
1,1.119,2019-08-02
1,1.117,2019-08-03
1,1.364,2019-08-04
1,1.176,2019-08-05
1,1.084,2019-08-06
1,1.086,2019-08-07
1,1.165,2019-08-08
1,1.119,2019-08-09
1,1.138,2019-08-10
1,1.155,2019-08-11
1,1.343,2019-08-12
1,1.328,2019-08-13
1,1.041,2019-08-14
1,1.089,2019-08-15
1,1.212,2019-08-16
1,1.115,2019-08-17
1,1.038,2019-08-18
1,1.164,2019-08-19
1,1.093,2019-08-20
1,1.062,2019-08-21
1,1.09,2019-08-22
1,1.205,2019-08-23
1,1.238,2019-08-24
1,1.116,2019-08-25
1,1.341,2019-08-27
1,1.052,2019-08-28
1,1.089,2019-08-29
1,1.234,2019-08-30
1,1.106,2019-08-31
1,1.109,2019-09-01
1,1.15,2019-09-02
1,1.04,2019-09-03
1,1.017,2019-09-04
1,1.104,2019-09-05
1,1.272,2019-09-06
1,1.132,2019-09-07
1,1.163,2019-09-08
1,1.16,2019-09-09
1,1.364,2019-09-10
1,1.022,2019-09-11
1,1.108,2019-09-12
1,1.284,2019-09-13
1,1.098,2019-09-14
1,1.013,2019-09-15
1,1.163,2019-09-16
1,1.054,2019-09-17
1,1.03,2019-09-18
1,1.084,2019-09-19
1,1.273,2019-09-20
1,1.242,2019-09-21
1,1.116,2019-09-22
1,1.041,2019-09-23
1,1.001,2019-09-24
1,1.08,2019-09-25
1,1.087,2019-09-26
1,1.276,2019-09-27
1,1.129,2019-09-28
1,1.148,2019-09-29
1,1.068,2019-09-30
1,1.007,2019-10-01
1,1.119,2019-10-02
1,1.083,2019-10-03
1,1.32,2019-10-04
1,1.154,2019-10-05
1,1.156,2019-10-06
1,1.123,2019-10-07
1,1.088,2019-10-08
1,1.107,2019-10-09
1,1.112,2019-10-10
1,1.345,2019-10-11
1,1.139,2019-10-12
1,1.036,2019-10-13
1,1.205,2019-10-14
1,1.012,2019-10-15
1,1.007,2019-10-16
1,1.081,2019-10-17
1,1.089,2019-10-18
1,1.267,2019-10-19
1,1.116,2019-10-20
1,1.125,2019-10-21
1,1.149,2019-10-22
1,1.059,2019-10-23
1,1.037,2019-10-24
1,1.395,2019-10-25
1,1.139,2019-10-26
1,1.177,2019-10-27
1,1.112,2019-10-28
1,1.084,2019-10-29
1,1.081,2019-10-30
1,1.06,2019-10-31
1,1.274,2019-11-01
1,1.165,2019-11-02
1,1.148,2019-11-03
1,1.386,2019-11-04
1,1.188,2019-11-05
1,1.068,2019-11-06
1,1.052,2019-11-07
1,1.045,2019-11-08
1,1.095,2019-11-09
1,1.117,2019-11-10
1,1.047,2019-11-11
1,1.122,2019-11-12
1,1.108,2019-11-13
1,1.062,2019-11-14
1,1.109,2019-11-15
1,1.273,2019-11-16
1,1.106,2019-11-17
1,1.087,2019-11-18
1,1.07,2019-11-19
1,1.169,2019-11-20
1,1.04,2019-11-21
1,1.007,2019-11-22
1,1.281,2019-11-23
1,1.177,2019-11-24
1,1.088,2019-11-25
1,1.112,2019-11-26
1,1.28,2019-11-27
1,1.053,2019-11-28
1,1.201,2019-11-29
1,1.203,2019-11-30
1,1.192,2019-12-01
1,1.025,2019-12-02
1,1.167,2019-12-03
1,1.103,2019-12-04
1,1.054,2019-12-05
1,1.328,2019-12-06
1,1.286,2019-12-07
1,1.12,2019-12-08
1,1.048,2019-12-09
1,1.176,2019-12-10
1,1.127,2019-12-11
1,1.044,2019-12-12
1,1.356,2019-12-13
1,1.283,2019-12-14
1,1.119,2019-12-15
1,1.083,2019-12-16
1,1.167,2019-12-17
1,1.097,2019-12-18
1,1.007,2019-12-19
1,1.355,2019-12-20
1,1.256,2019-12-21
1,1.223,2019-12-22
1,1.12,2019-12-23
1,1.146,2019-12-24
1,1.093,2019-12-25
1,1.007,2019-12-26
1,1.337,2019-12-27
1,1.212,2019-12-28
1,1.172,2019-12-29
1,1.039,2019-12-30
1,1.173,2019-12-31
1,1.114,2020-01-01
1,1.03,2020-01-02
1,1.385,2020-01-03
1,1.264,2020-01-04
1,1.177,2020-01-05
1,1.033,2020-01-06
1,1.176,2020-01-07
1,1.114,2020-01-08
1,1.038,2020-01-09
1,1.376,2020-01-10
1,1.272,2020-01-11
1,1.118,2020-01-12
1,1.088,2020-01-13
1,1.173,2020-01-14
1,1.09,2020-01-15
1,1.032,2020-01-16
1,1.057,2020-01-17
1,1.255,2020-01-18
1,1.207,2020-01-19
1,1.097,2020-01-20
1,1.201,2020-01-21
1,1.054,2020-01-22
1,1.027,2020-01-23
1,1.04,2020-01-24
1,1.1,2020-01-25
1,1.085,2020-01-26
1,1.043,2020-01-27
1,1.164,2020-01-28
1,1.044,2020-01-29
1,1.053,2020-01-30
1,1.069,2020-01-31
1,1.271,2020-02-01
1,1.146,2020-02-02
1,1.081,2020-02-03
1,1.105,2020-02-04
1,1.088,2020-02-05
1,1.059,2020-02-06
1,1.04,2020-02-07
1,1.272,2020-02-08
1,1.126,2020-02-09
1,1.162,2020-02-11
1,1.395,2020-02-12
1,1.118,2020-02-13
1,1.393,2020-02-14
1,1.308,2020-02-15
1,1.344,2020-02-16
1,1.121,2020-02-19
1,1.121,2020-02-20
1,1.166,2020-02-21
1,1.072,2020-02-23
1,1.38,2020-02-24
1,1.104,2020-02-26
1,1.34,2020-02-27
1,1.293,2020-02-28
2,1.003,2015-02-22
2,1.013,2015-02-24
2,1.019,2015-03-02
2,1.019,2015-03-03
2,1.019,2015-03-06
2,1.011,2015-03-08
2,1.019,2015-03-10
2,1.021,2015-03-13
2,1.019,2015-03-16
2,1.019,2015-03-17
2,1.014,2015-03-20
2,1.029,2015-03-22
2,1.033,2015-03-23
2,1.033,2015-03-24
2,1.048,2015-03-27
2,1.048,2015-03-30
2,1.056,2015-03-31
2,1.064,2015-04-02
2,1.084,2015-04-03
2,1.09,2015-04-05
2,1.092,2015-04-06
2,1.088,2015-04-07
2,1.118,2015-04-10
2,1.029,2015-04-13
2,1.056,2015-04-14
2,1.089,2015-04-16
2,1.082,2015-04-17
2,1.1,2015-04-19
2,1.107,2015-04-20
2,1.124,2015-04-21
2,1.081,2015-04-24
2,1.096,2015-04-27
2,1.109,2015-04-28
2,1.106,2015-04-30
2,1.12,2015-05-01
2,1.113,2015-05-03
2,1.108,2015-05-04
2,1.066,2015-05-05
2,1.087,2015-05-08
2,1.033,2015-05-11
2,1.037,2015-05-12
2,1.083,2015-05-14
2,1.083,2015-05-15
2,1.097,2015-05-17
2,1.019,2015-05-18
2,1.053,2015-05-19
2,1.088,2015-05-22
2,1.081,2015-05-25
2,1.091,2015-05-26
2,1.087,2015-05-28
2,1.12,2015-05-29
2,1.112,2015-05-31
2,1.106,2015-06-01
2,1.047,2015-06-02
2,1.084,2015-06-04
2,1.064,2015-06-05
2,1.129,2015-06-08
2,1.165,2015-06-09
2,1.056,2015-06-11
2,1.105,2015-06-12
2,1.04,2015-06-13
2,1.059,2015-06-14
2,1.146,2015-06-15
2,1.168,2015-06-16
2,1.02,2015-06-17
2,1.019,2015-06-18
2,1.056,2015-06-19
2,1.07,2015-06-22
2,1.081,2015-06-23
2,1.08,2015-06-25
2,1.058,2015-06-26
2,1.056,2015-06-28
2,1.088,2015-06-29
2,1.088,2015-06-30
2,1.091,2015-07-01
2,1.109,2015-07-02
2,1.049,2015-07-03
2,1.109,2015-07-06
2,1.082,2015-07-07
2,1.084,2015-07-09
2,1.104,2015-07-10
2,1.114,2015-07-11
2,1.08,2015-07-12
2,1.125,2015-07-13
2,1.171,2015-07-14
2,1.026,2015-07-15
2,1.056,2015-07-16
2,1.095,2015-07-17
2,1.091,2015-07-20
2,1.084,2015-07-21
2,1.084,2015-07-22
2,1.082,2015-07-23
2,1.09,2015-07-24
2,1.056,2015-07-26
2,1.033,2015-07-27
2,1.063,2015-07-28
2,1.09,2015-07-29
2,1.087,2015-07-30
2,1.08,2015-07-31
2,1.096,2015-08-03
2,1.104,2015-08-04
2,1.126,2015-08-05
2,1.114,2015-08-06
2,1.09,2015-08-07
2,1.078,2015-08-08
2,1.089,2015-08-09
2,1.09,2015-08-10
2,1.126,2015-08-11
2,1.212,2015-08-12
2,1.084,2015-08-13
2,1.107,2015-08-14
2,1.101,2015-08-17
2,1.115,2015-08-18
2,1.114,2015-08-19
2,1.107,2015-08-20
2,1.109,2015-08-21
2,1.063,2015-08-23
2,1.042,2015-08-24
2,1.126,2015-08-25
2,1.135,2015-08-26
2,1.193,2015-08-27
2,1.048,2015-08-28
2,1.084,2015-08-31
2,1.11,2015-09-01
2,1.086,2015-09-02
2,1.041,2015-09-03
2,1.062,2015-09-04
2,1.052,2015-09-05
2,1.017,2015-09-06
2,1.022,2015-09-07
2,1.03,2015-09-08
2,1.08,2015-09-09
2,1.119,2015-09-10
2,1.107,2015-09-11
2,1.007,2015-09-14
2,1.059,2015-09-15
2,1.081,2015-09-16
2,1.068,2015-09-17
2,1.108,2015-09-18
2,1.169,2015-09-20
2,1.28,2015-09-21
2,1.103,2015-09-22
2,1.127,2015-09-23
2,1.097,2015-09-24
2,1.093,2015-09-25
2,1.114,2015-09-28
2,1.114,2015-09-29
2,1.09,2015-09-30
2,1.054,2015-10-01
2,1.044,2015-10-02
2,1.088,2015-10-03
2,1.052,2015-10-04
2,1.038,2015-10-05
2,1.001,2015-10-06
2,1.095,2015-10-07
2,1.128,2015-10-08
2,1.154,2015-10-09
2,1.209,2015-10-11
2,1.12,2015-10-12
2,1.092,2015-10-13
2,1.007,2015-10-14
2,1.046,2015-10-15
2,1.174,2015-10-16
2,1.107,2015-10-18
2,1.105,2015-10-19
2,1.039,2015-10-20
2,1.001,2015-10-21
2,1.081,2015-10-22
2,1.096,2015-10-23
2,1.105,2015-10-25
2,1.115,2015-10-26
2,1.155,2015-10-27
2,1.163,2015-10-28
2,1.156,2015-10-29
2,1.148,2015-10-30
2,1.192,2015-10-31
2,1.172,2015-11-01
2,1.085,2015-11-02
2,1.072,2015-11-03
2,1.104,2015-11-04
2,1.16,2015-11-05
2,1.163,2015-11-06
2,1.041,2015-11-08
2,1.068,2015-11-09
2,1.123,2015-11-10
2,1.205,2015-11-11
2,1.125,2015-11-12
2,1.112,2015-11-13
2,1.386,2015-11-15
2,1.047,2015-11-16
2,1.087,2015-11-17
2,1.088,2015-11-18
2,1.025,2015-11-19
2,1.048,2015-11-20
2,1.083,2015-11-22
2,1.12,2015-11-23
2,1.039,2015-11-24
2,1.033,2015-11-25
2,1.088,2015-11-26
2,1.097,2015-11-27
2,1.043,2015-11-28
2,1.081,2015-11-29
2,1.092,2015-11-30
2,1.098,2015-12-01
2,1.079,2015-12-02
2,1.112,2015-12-03
2,1.11,2015-12-04
2,1.086,2015-12-06
2,1.05,2015-12-07
2,1.001,2015-12-08
2,1.1,2015-12-09
2,1.04,2015-12-10
2,1.039,2015-12-11
2,1.154,2015-12-13
2,1.165,2015-12-14
2,0.937,2015-12-15
2,1.061,2015-12-16
2,1.084,2015-12-17
2,1.083,2015-12-18
2,1.103,2015-12-20
2,1.107,2015-12-21
2,1.087,2015-12-22
2,1.04,2015-12-23
2,1.039,2015-12-24
2,1.057,2015-12-25
2,1.061,2015-12-26
2,1.104,2015-12-27
2,1.104,2015-12-28
2,1.125,2015-12-29
2,1.146,2015-12-30
2,1.172,2015-12-31
2,1.172,2016-01-01
2,1.172,2016-01-03
2,1.16,2016-01-04
2,1.154,2016-01-05
2,1.107,2016-01-06
2,1.097,2016-01-07
2,1.097,2016-01-08
2,1.108,2016-01-10
2,1.096,2016-01-11
2,1.085,2016-01-12
2,1.1,2016-01-13
2,1.094,2016-01-14
2,1.112,2016-01-15
2,1.107,2016-01-17
2,1.097,2016-01-18
2,1.04,2016-01-19
2,1.119,2016-01-20
2,1.088,2016-01-21
2,1.1,2016-01-22
2,1.043,2016-01-23
2,1.037,2016-01-24
2,1.076,2016-01-25
2,1.07,2016-01-26
2,1.122,2016-01-27
2,1.151,2016-01-28
2,1.089,2016-01-29
2,1.082,2016-01-31
2,1.088,2016-02-01
2,1.089,2016-02-02
2,1.096,2016-02-03
2,1.084,2016-02-04
2,1.083,2016-02-05
2,1.108,2016-02-07
2,1.099,2016-02-08
2,1.106,2016-02-09
2,1.112,2016-02-10
2,1.113,2016-02-11
2,1.087,2016-02-12
2,1.084,2016-02-14
2,1.05,2016-02-15
2,1.056,2016-02-16
2,1.062,2016-02-17
2,1.036,2016-02-18
2,1.044,2016-02-19
2,1.031,2016-02-20
2,1.081,2016-02-21
2,1.124,2016-02-22
2,1.131,2016-02-23
2,1.148,2016-02-24
2,1.165,2016-02-25
2,1.089,2016-02-26
2,1.09,2016-02-28
2,1.089,2016-02-29
2,1.104,2016-03-01
2,1.108,2016-03-02
2,1.084,2016-03-03
2,1.087,2016-03-04
2,1.083,2016-03-05
2,1.112,2016-03-06
2,1.081,2016-03-07
2,1.037,2016-03-08
2,1.06,2016-03-09
2,1.052,2016-03-10
2,1.062,2016-03-11
2,1.04,2016-03-13
2,1.053,2016-03-14
2,1.054,2016-03-15
2,1.044,2016-03-16
2,1.007,2016-03-17
2,1.007,2016-03-18
2,1.03,2016-03-19
2,1.038,2016-03-20
2,1.032,2016-03-21
2,1.027,2016-03-22
2,1.053,2016-03-23
2,1.059,2016-03-24
2,1.07,2016-03-25
2,1.081,2016-03-27
2,1.081,2016-03-28
2,1.07,2016-03-29
2,1.084,2016-03-30
2,1.084,2016-03-31
2,1.099,2016-04-01
2,1.091,2016-04-02
2,1.095,2016-04-03
2,1.117,2016-04-04
2,1.128,2016-04-05
2,1.121,2016-04-06
2,1.106,2016-04-07
2,1.125,2016-04-08
2,1.12,2016-04-10
2,1.105,2016-04-11
2,1.141,2016-04-12
2,1.134,2016-04-13
2,1.155,2016-04-14
2,1.171,2016-04-15
2,1.167,2016-04-16
2,1.159,2016-04-17
2,1.158,2016-04-18
2,1.17,2016-04-19
2,1.169,2016-04-20
2,1.177,2016-04-21
2,1.19,2016-04-22
2,1.18,2016-04-24
2,1.153,2016-04-25
2,1.153,2016-04-26
2,1.153,2016-04-27
2,1.167,2016-04-28
2,1.173,2016-04-29
2,1.167,2016-04-30
2,1.159,2016-05-01
2,1.175,2016-05-02
2,1.155,2016-05-03
2,1.186,2016-05-04
2,1.203,2016-05-05
2,1.197,2016-05-06
2,1.215,2016-05-08
2,1.21,2016-05-09
2,1.219,2016-05-10
2,1.193,2016-05-11
2,0.965,2016-05-12
2,1.004,2016-05-13
2,1.025,2016-05-14
2,1.124,2016-05-15
2,1.132,2016-05-16
2,1.116,2016-05-17
2,1.089,2016-05-18
2,1.221,2016-05-19
2,1.242,2016-05-20
2,1.263,2016-05-22
2,1.293,2016-05-23
2,1.351,2016-05-24
2,1.397,2016-05-25
2,1.364,2016-05-26
2,1.126,2016-05-27
2,1.142,2016-05-28
2,1.192,2016-05-29
2,1.177,2016-05-30
2,1.147,2016-05-31
2,1.158,2016-06-01
2,1.114,2016-06-02
2,1.062,2016-06-03
2,1.038,2016-06-05
2,1.04,2016-06-06
2,1.063,2016-06-07
2,1.081,2016-06-08
2,1.078,2016-06-09
2,1.101,2016-06-10
2,1.112,2016-06-11
2,1.134,2016-06-12
2,1.168,2016-06-13
2,1.154,2016-06-14
2,1.172,2016-06-15
2,1.149,2016-06-16
2,1.159,2016-06-17
2,1.21,2016-06-19
2,1.203,2016-06-20
2,1.131,2016-06-21
2,1.119,2016-06-22
2,1.132,2016-06-23
2,1.127,2016-06-24
2,1.118,2016-06-25
2,1.127,2016-06-26
2,1.189,2016-06-27
2,1.203,2016-06-28
2,1.226,2016-06-29
2,1.229,2016-06-30
2,1.236,2016-07-01
2,1.261,2016-07-03
2,1.263,2016-07-04
2,1.313,2016-07-05
2,1.324,2016-07-06
2,1.344,2016-07-07
2,1.326,2016-07-08
2,1.391,2016-07-09
2,1.106,2016-07-10
2,1.046,2016-07-11
2,1.047,2016-07-12
2,1.081,2016-07-13
2,1.063,2016-07-14
2,1.115,2016-07-15
2,1.117,2016-07-17
2,1.146,2016-07-18
2,1.167,2016-07-19
2,1.171,2016-07-20
2,1.203,2016-07-21
2,1.322,2016-07-22
2,1.117,2016-07-23
2,1.03,2016-07-24
2,1.17,2016-07-25
2,1.15,2016-07-26
2,1.145,2016-07-27
2,1.151,2016-07-28
2,1.154,2016-07-29
2,1.175,2016-07-31
2,1.192,2016-08-01
2,1.184,2016-08-02
2,1.2,2016-08-03
2,1.201,2016-08-04
2,1.209,2016-08-05
2,0.953,2016-08-06
2,1.008,2016-08-07
2,1.122,2016-08-08
2,1.122,2016-08-09
2,1.106,2016-08-10
2,1.127,2016-08-11
2,1.122,2016-08-12
2,1.114,2016-08-14
2,1.098,2016-08-15
2,1.116,2016-08-16
2,1.127,2016-08-17
2,1.116,2016-08-18
2,1.115,2016-08-19
2,1.12,2016-08-20
2,1.135,2016-08-21
2,1.089,2016-08-22
2,1.136,2016-08-23
2,1.185,2016-08-24
2,1.187,2016-08-25
2,1.204,2016-08-26
2,1.207,2016-08-28
2,1.21,2016-08-29
2,1.231,2016-08-30
2,1.221,2016-08-31
2,1.214,2016-09-01
2,1.209,2016-09-02
2,1.23,2016-09-03
2,1.242,2016-09-04
2,1.281,2016-09-05
2,1.286,2016-09-06
2,1.287,2016-09-07
2,1.3,2016-09-08
2,1.289,2016-09-09
2,1.314,2016-09-11
2,1.32,2016-09-12
2,1.336,2016-09-13
2,1.34,2016-09-14
2,1.359,2016-09-15
2,1.385,2016-09-16
2,1.399,2016-09-17
2,1.188,2016-09-18
2,1.113,2016-09-19
2,1.235,2016-09-20
2,1.217,2016-09-21
2,1.321,2016-09-22
2,1.329,2016-09-23
2,1.342,2016-09-25
2,1.374,2016-09-26
2,1.007,2016-09-27
2,1.272,2016-09-28
2,1.262,2016-09-29
2,1.041,2016-09-30
2,1.07,2016-10-01
2,1.159,2016-10-02
2,1.056,2016-10-03
2,1.053,2016-10-04
2,1.059,2016-10-05
2,1.052,2016-10-06
2,1.027,2016-10-07
2,1.069,2016-10-09
2,1.081,2016-10-10
2,1.11,2016-10-11
2,1.122,2016-10-12
2,1.127,2016-10-13
2,1.116,2016-10-14
2,1.119,2016-10-15
2,1.134,2016-10-16
2,1.176,2016-10-17
2,1.19,2016-10-18
2,1.166,2016-10-19
2,1.198,2016-10-20
2,1.192,2016-10-21
2,1.211,2016-10-23
2,1.223,2016-10-24
2,1.185,2016-10-25
2,1.105,2016-10-26
2,1.014,2016-10-27
2,1.041,2016-10-28
2,1.121,2016-10-29
2,1.193,2016-10-30
2,1.256,2016-10-31
2,1.314,2016-11-01
2,1.326,2016-11-02
2,1.125,2016-11-03
2,1.101,2016-11-04
2,1.09,2016-11-06
2,1.05,2016-11-07
2,1.054,2016-11-08
2,1.033,2016-11-09
2,1.131,2016-11-10
2,1.168,2016-11-11
2,1.084,2016-11-12
2,1.108,2016-11-13
2,1.045,2016-11-14
2,1.086,2016-11-15
2,1.106,2016-11-16
2,1.082,2016-11-17
2,1.104,2016-11-18
2,1.125,2016-11-20
2,1.092,2016-11-21
2,1.086,2016-11-22
2,1.029,2016-11-23
2,1.028,2016-11-24
2,1.044,2016-11-25
2,1.047,2016-11-26
2,1.073,2016-11-27
2,1.125,2016-11-28
2,1.115,2016-11-29
2,1.101,2016-11-30
2,1.178,2016-12-01
2,1.171,2016-12-02
2,1.18,2016-12-04
2,1.168,2016-12-05
2,1.157,2016-12-06
2,1.149,2016-12-07
2,1.176,2016-12-08
2,1.164,2016-12-09
2,1.15,2016-12-10
2,1.019,2016-12-11
2,1.022,2016-12-12
2,1.058,2016-12-13
2,1.097,2016-12-14
2,1.1,2016-12-15
2,1.125,2016-12-16
2,1.122,2016-12-18
2,1.122,2016-12-19
2,1.139,2016-12-20
2,1.175,2016-12-21
2,1.172,2016-12-22
2,1.282,2016-12-23
2,1.396,2016-12-24
2,1.397,2016-12-25
2,1.401,2016-12-26
2,1.064,2016-12-27
2,1.039,2016-12-28
2,1.027,2016-12-29
2,1.127,2016-12-30
2,1.111,2017-01-01
2,1.146,2017-01-02
2,1.146,2017-01-03
2,1.141,2017-01-04
2,1.084,2017-01-05
2,1.093,2017-01-06
2,1.04,2017-01-07
2,1.054,2017-01-08
2,1.007,2017-01-09
2,1.012,2017-01-10
2,1.084,2017-01-11
2,1.122,2017-01-12
2,1.112,2017-01-13
2,1.176,2017-01-14
2,1.146,2017-01-15
2,1.176,2017-01-16
2,1.201,2017-01-17
2,1.105,2017-01-18
2,1.133,2017-01-19
2,0.906,2017-01-20
2,0.969,2017-01-21
2,1.041,2017-01-22
2,1.122,2017-01-23
2,1.113,2017-01-24
2,1.121,2017-01-25
2,1.121,2017-01-26
2,1.104,2017-01-27
2,1.203,2017-01-28
2,1.257,2017-01-29
2,1.287,2017-01-30
2,1.313,2017-01-31
2,1.038,2017-02-01
2,1.013,2017-02-02
2,1.036,2017-02-03
2,1.117,2017-02-04
2,1.12,2017-02-05
2,1.177,2017-02-06
2,1.146,2017-02-07
2,1.174,2017-02-08
2,1.162,2017-02-09
2,1.167,2017-02-10
2,1.174,2017-02-11
2,1.174,2017-02-12
2,1.173,2017-02-13
2,1.174,2017-02-14
2,1.19,2017-02-15
2,1.153,2017-02-16
2,1.14,2017-02-17
2,1.166,2017-02-18
2,1.173,2017-02-19
2,1.148,2017-02-20
2,1.194,2017-02-21
2,1.209,2017-02-22
2,1.218,2017-02-23
2,0.896,2017-02-24
2,0.971,2017-02-25
2,0.964,2017-02-26
2,0.956,2017-02-27
2,1.022,2017-02-28
2,1.078,2017-03-01
2,1.068,2017-03-02
2,1.097,2017-03-03
2,1.133,2017-03-04
2,1.117,2017-03-05
2,1.132,2017-03-06
2,1.104,2017-03-07
2,1.121,2017-03-08
2,1.107,2017-03-09
2,1.104,2017-03-10
2,1.116,2017-03-11
2,1.155,2017-03-12
2,1.205,2017-03-13
2,1.24,2017-03-14
2,1.232,2017-03-15
2,1.274,2017-03-16
2,1.296,2017-03-17
2,1.299,2017-03-18
2,1.314,2017-03-19
2,1.322,2017-03-20
2,1.317,2017-03-21
2,1.321,2017-03-22
2,1.314,2017-03-23
2,1.324,2017-03-24
2,1.333,2017-03-25
2,1.352,2017-03-26
2,1.389,2017-03-27
2,1.374,2017-03-28
2,1.385,2017-03-29
2,1.16,2017-03-30
2,1.178,2017-03-31
2,1.142,2017-04-01
2,1.143,2017-04-02
2,1.221,2017-04-03
2,1.242,2017-04-04
2,1.299,2017-04-05
2,1.344,2017-04-06
2,1.396,2017-04-07
2,1.367,2017-04-08
2,1.378,2017-04-09
2,1.281,2017-04-10
2,1.129,2017-04-11
2,1.242,2017-04-12
2,1.053,2017-04-13
2,1.041,2017-04-14
2,1.108,2017-04-15
2,1.059,2017-04-16
2,1.008,2017-04-17
2,1.116,2017-04-18
2,1.049,2017-04-19
2,1.012,2017-04-20
2,1.036,2017-04-21
2,1.067,2017-04-22
2,1.125,2017-04-23
2,1.133,2017-04-24
2,1.131,2017-04-25
2,1.104,2017-04-26
2,1.097,2017-04-27
2,1.122,2017-04-28
2,1.139,2017-04-29
2,1.171,2017-04-30
2,1.173,2017-05-01
2,1.155,2017-05-02
2,1.158,2017-05-03
2,1.138,2017-05-04
2,1.173,2017-05-05
2,1.17,2017-05-06
2,1.181,2017-05-07
2,1.215,2017-05-08
2,1.035,2017-05-09
2,1.008,2017-05-10
2,1.105,2017-05-11
2,1.129,2017-05-12
2,1.124,2017-05-13
2,1.107,2017-05-14
2,1.125,2017-05-15
2,1.124,2017-05-16
2,1.124,2017-05-17
2,1.13,2017-05-18
2,1.106,2017-05-19
2,1.136,2017-05-20
2,1.203,2017-05-21
2,1.229,2017-05-22
2,1.281,2017-05-23
2,1.286,2017-05-24
2,1.284,2017-05-25
2,1.299,2017-05-26
2,1.339,2017-05-27
2,1.038,2017-05-28
2,1.159,2017-05-29
2,1.385,2017-05-30
2,1.076,2017-05-31
2,1.077,2017-06-01
2,1.182,2017-06-02
2,0.922,2017-06-03
2,1.038,2017-06-04
2,1.119,2017-06-05
2,1.119,2017-06-06
2,1.212,2017-06-07
2,1.205,2017-06-08
2,1.234,2017-06-09
2,1.272,2017-06-10
2,1.284,2017-06-11
2,1.273,2017-06-12
2,1.276,2017-06-13
2,1.32,2017-06-14
2,1.345,2017-06-15
2,1.089,2017-06-16
2,1.395,2017-06-17
2,1.274,2017-06-18
2,1.045,2017-06-19
2,1.109,2017-06-20
2,1.007,2017-06-21
2,1.201,2017-06-22
2,1.328,2017-06-23
2,1.356,2017-06-24
2,1.355,2017-06-25
2,1.337,2017-06-26
2,1.385,2017-06-27
2,1.376,2017-06-28
2,1.057,2017-06-29
2,1.04,2017-06-30
2,1.069,2017-07-01
2,1.04,2017-07-02
2,1.118,2017-07-03
2,1.121,2017-07-04
2,1.125,2017-07-05
2,1.137,2017-07-06
2,1.146,2017-07-07
2,1.097,2017-07-08
2,1.067,2017-07-09
2,1.087,2017-07-10
2,1.104,2017-07-11
2,1.075,2017-07-12
2,1.058,2017-07-13
2,1.048,2017-07-14
2,1.012,2017-07-15
2,1.039,2017-07-16
2,1.069,2017-07-17
2,1.081,2017-07-18
2,1.084,2017-07-19
2,1.095,2017-07-20
2,1.117,2017-07-21
2,1.125,2017-07-22
2,1.125,2017-07-23
2,1.128,2017-07-24
2,1.126,2017-07-25
2,1.112,2017-07-26
2,1.178,2017-07-27
2,1.174,2017-07-28
2,1.171,2017-07-29
2,1.176,2017-07-30
2,1.201,2017-07-31
2,1.167,2017-08-01
2,1.167,2017-08-02
2,1.158,2017-08-03
2,1.173,2017-08-04
2,1.156,2017-08-05
2,1.163,2017-08-06
2,1.173,2017-08-07
2,1.159,2017-08-08
2,1.156,2017-08-09
2,1.166,2017-08-10
2,1.175,2017-08-11
2,1.165,2017-08-12
2,1.171,2017-08-13
2,1.198,2017-08-14
2,1.184,2017-08-15
2,1.2,2017-08-16
2,1.208,2017-08-17
2,1.222,2017-08-18
2,1.219,2017-08-19
2,1.193,2017-08-20
2,1.21,2017-08-21
2,1.212,2017-08-22
2,1.169,2017-08-23
2,1.149,2017-08-24
2,1.057,2017-08-25
2,0.99,2017-08-26
2,0.922,2017-08-27
2,0.984,2017-08-28
2,1.014,2017-08-29
2,1.018,2017-08-30
2,1.03,2017-08-31
2,1.041,2017-09-01
2,1.061,2017-09-02
2,1.049,2017-09-03
2,1.035,2017-09-04
2,1.125,2017-09-05
2,1.106,2017-09-06
2,1.122,2017-09-07
2,1.13,2017-09-08
2,1.125,2017-09-09
2,1.125,2017-09-10
2,1.123,2017-09-11
2,1.181,2017-09-12
2,1.19,2017-09-13
2,1.224,2017-09-14
2,1.205,2017-09-15
2,1.229,2017-09-16
2,1.273,2017-09-17
2,1.316,2017-09-18
2,1.342,2017-09-19
2,1.349,2017-09-20
2,1.37,2017-09-21
2,1.393,2017-09-22
2,1.383,2017-09-23
2,1.057,2017-09-24
